2.02E+13,wrongtime,x,y,team,time
Walt Aikens,2036.094,42.64,31.59,home,122
David Fluellen,2036.094,52.94,32.72,away,122
Senorise Perry,2036.094,52.17,40.53,home,122
Stephone Anthony,2036.094,42.55,31.74,home,122
A.J. Derby,2036.094,54.25,33.29,home,122
LeShaun Sims,2036.094,52.83,45.25,away,122
Aaron Wallace,2036.094,45.49,32.48,away,122
Tanner McEvoy,2036.094,46.47,28.68,home,122
Kenneth Durden,2036.094,39.14,33.77,away,122
Jonnu Smith,2036.094,53.44,35.76,away,122
Jayon Brown,2036.094,45.77,30.43,away,122
Chase Allen,2036.094,46.5,31.09,home,122
Matt Haack,2036.094,69.28,28.97,home,122
Torry McTyer,2036.094,42.03,31.81,home,122
Jerome Baker,2036.094,44.71,32.93,home,122
Durham Smythe,2036.094,46.14,30.09,home,122
Dane Cruikshank,2036.094,51.77,20.47,away,122
football,2036.094,43.25,32.78,football,122
Rishard Matthews,2036.095,43.66,32.57,away,123
Brandon Bolden,2036.095,49.86,22.02,home,123
Logan Ryan,2036.095,33.44,15.13,away,123
Daren Bates,2036.095,45.48,31.06,away,123
Brynden Trawick,2036.095,51,35.16,away,123
Walt Aikens,2036.095,42.89,31.7,home,123
David Fluellen,2036.095,52.81,32.64,away,123
Senorise Perry,2036.095,51.96,40.2,home,123
Stephone Anthony,2036.095,42.66,32.08,home,123
A.J. Derby,2036.095,54.08,33.15,home,123
LeShaun Sims,2036.095,52.79,45.25,away,123
Aaron Wallace,2036.095,45.31,32.23,away,123
Tanner McEvoy,2036.095,46.06,28.66,home,123
Kenneth Durden,2036.095,39.46,33.57,away,123
Jonnu Smith,2036.095,52.95,35.68,away,123
Jayon Brown,2036.095,45.77,30.41,away,123
Chase Allen,2036.095,46.57,31.13,home,123
Matt Haack,2036.095,68.9,28.92,home,123
Torry McTyer,2036.095,42.36,31.71,home,123
Jerome Baker,2036.095,44.64,32.89,home,123
Durham Smythe,2036.095,46.07,30,home,123
Dane Cruikshank,2036.095,51.56,21.09,away,123
football,2036.095,43.6,32.86,football,123
Rishard Matthews,2036.096,43.96,32.69,away,124
Brandon Bolden,2036.096,49.67,22.65,home,124
Logan Ryan,2036.096,33.55,14.92,away,124
Daren Bates,2036.096,45.56,30.97,away,124
Brynden Trawick,2036.096,50.63,34.95,away,124
Walt Aikens,2036.096,43.02,31.75,home,124
David Fluellen,2036.096,52.73,32.57,away,124
Senorise Perry,2036.096,51.76,39.87,home,124
Stephone Anthony,2036.096,42.82,32.45,home,124
A.J. Derby,2036.096,53.93,33.01,home,124
LeShaun Sims,2036.096,52.75,45.25,away,124
Aaron Wallace,2036.096,45.15,31.97,away,124
Tanner McEvoy,2036.096,45.66,28.65,home,124
Kenneth Durden,2036.096,39.75,33.38,away,124
Jonnu Smith,2036.096,52.47,35.59,away,124
Jayon Brown,2036.096,45.77,30.34,away,124
Chase Allen,2036.096,46.65,31.2,home,124
Matt Haack,2036.096,68.54,28.86,home,124
Torry McTyer,2036.096,42.67,31.65,home,124
Jerome Baker,2036.096,44.52,32.81,home,124
Durham Smythe,2036.096,46,29.89,home,124
Dane Cruikshank,2036.096,51.36,21.7,away,124
football,2036.096,43.92,32.97,football,124
Rishard Matthews,2036.097,44.17,32.8,away,125
Brandon Bolden,2036.097,49.49,23.26,home,125
Logan Ryan,2036.097,33.66,14.74,away,125
Daren Bates,2036.097,45.67,30.87,away,125
Brynden Trawick,2036.097,50.27,34.75,away,125
Walt Aikens,2036.097,43.05,31.83,home,125
David Fluellen,2036.097,52.63,32.52,away,125
Senorise Perry,2036.097,51.57,39.54,home,125
Stephone Anthony,2036.097,42.87,32.8,home,125
A.J. Derby,2036.097,53.79,32.87,home,125
LeShaun Sims,2036.097,52.71,45.25,away,125
Aaron Wallace,2036.097,45,31.72,away,125
Tanner McEvoy,2036.097,45.29,28.65,home,125
Kenneth Durden,2036.097,40.01,33.19,away,125
Jonnu Smith,2036.097,52.01,35.5,away,125
Jayon Brown,2036.097,45.75,30.24,away,125
Chase Allen,2036.097,46.71,31.28,home,125
Matt Haack,2036.097,68.18,28.77,home,125
Torry McTyer,2036.097,42.96,31.63,home,125
Jerome Baker,2036.097,44.51,32.83,home,125
Durham Smythe,2036.097,45.95,29.77,home,125
Dane Cruikshank,2036.097,51.18,22.3,away,125
football,2036.097,44.1,33.03,football,125
Rishard Matthews,2036.098,44.44,32.93,away,126
Brandon Bolden,2036.098,49.33,23.86,home,126
Logan Ryan,2036.098,33.78,14.58,away,126
Daren Bates,2036.098,45.81,30.75,away,126
Brynden Trawick,2036.098,49.92,34.56,away,126
Walt Aikens,2036.098,43.08,31.87,home,126
David Fluellen,2036.098,52.53,32.46,away,126
Senorise Perry,2036.098,51.39,39.22,home,126
Stephone Anthony,2036.098,42.93,33.12,home,126
A.J. Derby,2036.098,53.66,32.73,home,126
LeShaun Sims,2036.098,52.67,45.24,away,126
Aaron Wallace,2036.098,44.86,31.48,away,126
Tanner McEvoy,2036.098,44.94,28.66,home,126
Kenneth Durden,2036.098,40.24,33.02,away,126
Jonnu Smith,2036.098,51.58,35.4,away,126
Jayon Brown,2036.098,45.72,30.11,away,126
Chase Allen,2036.098,46.76,31.4,home,126
Matt Haack,2036.098,67.84,28.67,home,126
Torry McTyer,2036.098,43.23,31.63,home,126
Jerome Baker,2036.098,44.43,32.79,home,126
Durham Smythe,2036.098,45.91,29.64,home,126
Dane Cruikshank,2036.098,51,22.88,away,126
football,2036.098,44.28,33.09,football,126
Rishard Matthews,2036.099,44.56,33.04,away,127
Brandon Bolden,2036.099,49.18,24.44,home,127
Logan Ryan,2036.099,33.89,14.44,away,127
Daren Bates,2036.099,45.99,30.62,away,127
Brynden Trawick,2036.099,49.59,34.39,away,127
Walt Aikens,2036.099,43.16,31.92,home,127
David Fluellen,2036.099,52.42,32.42,away,127
Senorise Perry,2036.099,51.21,38.91,home,127
Stephone Anthony,2036.099,43.03,33.43,home,127
A.J. Derby,2036.099,53.55,32.59,home,127
LeShaun Sims,2036.099,52.64,45.23,away,127
Aaron Wallace,2036.099,44.72,31.24,away,127
Tanner McEvoy,2036.099,44.62,28.7,home,127
Kenneth Durden,2036.099,40.42,32.88,away,127
Jonnu Smith,2036.099,51.18,35.29,away,127
Jayon Brown,2036.099,45.69,29.98,away,127
Chase Allen,2036.099,46.79,31.54,home,127
Matt Haack,2036.099,67.5,28.55,home,127
Torry McTyer,2036.099,43.47,31.65,home,127
Jerome Baker,2036.099,44.45,32.8,home,127
Durham Smythe,2036.099,45.89,29.51,home,127
Dane Cruikshank,2036.099,50.84,23.44,away,127
football,2036.099,44.42,33.15,football,127
Rishard Matthews,2036.1,44.69,33.12,away,128
Brandon Bolden,2036.1,49.04,25,home,128
Logan Ryan,2036.1,34.02,14.32,away,128
Daren Bates,2036.1,46.18,30.49,away,128
Brynden Trawick,2036.1,49.27,34.24,away,128
Walt Aikens,2036.1,43.23,31.96,home,128
David Fluellen,2036.1,52.3,32.37,away,128
Senorise Perry,2036.1,51.04,38.61,home,128
Stephone Anthony,2036.1,43.12,33.62,home,128
A.J. Derby,2036.1,53.45,32.46,home,128
LeShaun Sims,2036.1,52.61,45.22,away,128
Aaron Wallace,2036.1,44.57,31.02,away,128
Tanner McEvoy,2036.1,44.33,28.75,home,128
Kenneth Durden,2036.1,40.59,32.76,away,128
Jonnu Smith,2036.1,50.81,35.2,away,128
Jayon Brown,2036.1,45.64,29.83,away,128
Chase Allen,2036.1,46.81,31.7,home,128
Matt Haack,2036.1,67.18,28.42,home,128
Torry McTyer,2036.1,43.69,31.67,home,128
Jerome Baker,2036.1,44.43,32.8,home,128
Durham Smythe,2036.1,45.87,29.38,home,128
Dane Cruikshank,2036.1,50.7,23.99,away,128
football,2036.1,44.53,33.2,football,128
Rishard Matthews,2036.101,44.73,33.18,away,129
Brandon Bolden,2036.101,48.9,25.52,home,129
Logan Ryan,2036.101,34.15,14.22,away,129
Daren Bates,2036.101,46.39,30.35,away,129
Brynden Trawick,2036.101,48.96,34.1,away,129
Walt Aikens,2036.101,43.26,31.99,home,129
David Fluellen,2036.101,52.21,32.35,away,129
Senorise Perry,2036.101,50.88,38.33,home,129
Stephone Anthony,2036.101,43.24,33.78,home,129
A.J. Derby,2036.101,53.35,32.33,home,129
LeShaun Sims,2036.101,52.58,45.21,away,129
Aaron Wallace,2036.101,44.42,30.81,away,129
Tanner McEvoy,2036.101,44.08,28.81,home,129
Kenneth Durden,2036.101,40.73,32.67,away,129
Jonnu Smith,2036.101,50.47,35.11,away,129
Jayon Brown,2036.101,45.59,29.68,away,129
Chase Allen,2036.101,46.8,31.87,home,129
Matt Haack,2036.101,66.85,28.27,home,129
Torry McTyer,2036.101,43.89,31.68,home,129
Jerome Baker,2036.101,44.52,32.87,home,129
Durham Smythe,2036.101,45.87,29.24,home,129
Dane Cruikshank,2036.101,50.57,24.52,away,129
football,2036.101,44.6,33.23,football,129
Rishard Matthews,2036.102,44.67,33.24,away,130
Brandon Bolden,2036.102,48.77,26.02,home,130
Logan Ryan,2036.102,34.27,14.14,away,130
Daren Bates,2036.102,46.62,30.23,away,130
Brynden Trawick,2036.102,48.67,33.97,away,130
Walt Aikens,2036.102,43.29,32.02,home,130
David Fluellen,2036.102,52.09,32.34,away,130
Senorise Perry,2036.102,50.73,38.07,home,130
Stephone Anthony,2036.102,43.33,33.91,home,130
A.J. Derby,2036.102,53.26,32.22,home,130
LeShaun Sims,2036.102,52.57,45.2,away,130
Aaron Wallace,2036.102,44.27,30.61,away,130
Tanner McEvoy,2036.102,43.85,28.89,home,130
Kenneth Durden,2036.102,40.86,32.61,away,130
Jonnu Smith,2036.102,50.15,35.04,away,130
Jayon Brown,2036.102,45.53,29.53,away,130
Chase Allen,2036.102,46.78,32.05,home,130
Matt Haack,2036.102,66.54,28.11,home,130
Torry McTyer,2036.102,44.06,31.7,home,130
Jerome Baker,2036.102,44.65,32.96,home,130
Durham Smythe,2036.102,45.87,29.1,home,130
Dane Cruikshank,2036.102,50.45,25.03,away,130
football,2036.102,44.65,33.26,football,130
Rishard Matthews,2036.103,44.64,33.27,away,131
Brandon Bolden,2036.103,48.64,26.48,home,131
Logan Ryan,2036.103,34.4,14.08,away,131
Daren Bates,2036.103,46.84,30.11,away,131
Brynden Trawick,2036.103,48.39,33.84,away,131
Walt Aikens,2036.103,43.34,32.06,home,131
David Fluellen,2036.103,51.99,32.34,away,131
Senorise Perry,2036.103,50.59,37.82,home,131
Stephone Anthony,2036.103,43.41,34.02,home,131
A.J. Derby,2036.103,53.17,32.12,home,131
LeShaun Sims,2036.103,52.56,45.2,away,131
Aaron Wallace,2036.103,44.12,30.42,away,131
Tanner McEvoy,2036.103,43.64,28.97,home,131
Kenneth Durden,2036.103,40.97,32.56,away,131
Jonnu Smith,2036.103,49.87,34.99,away,131
Jayon Brown,2036.103,45.46,29.39,away,131
Chase Allen,2036.103,46.74,32.22,home,131
Matt Haack,2036.103,66.23,27.93,home,131
Torry McTyer,2036.103,44.21,31.71,home,131
Jerome Baker,2036.103,44.8,33.07,home,131
Durham Smythe,2036.103,45.87,28.96,home,131
Dane Cruikshank,2036.103,50.35,25.53,away,131
football,2036.103,44.66,33.3,football,131
